GEO;AGE;Year;Sex;PovertyRate
Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023);From 50 to 64 years;2021;Males;5,7
Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023);From 55 to 64 years;2021;Males;5,8
Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023);55 years or over;2021;Males;4,6
Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023);Less than 60 years;2021;Males;5,9
Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023);60 years or over;2021;Males;4,2
Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023);Less than 65 years;2021;Males;5,8
Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023);From 65 to 74 years;2021;Males;4,1
Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023);65 years or over;2021;Males;3,7
Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023);Less than 75 years;2021;Males;5,6
Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023);75 years or over;2021;Males;3,2
Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023);85 years or over;2021;Males;
Euro area – 20 countries (from 2023);Less than 6 years;2021;Males;7,1
Euro area – 20 countries (from 2023);From 6 to 10 years;2021;Males;7,3
Euro area – 20 countries (from 2023);From 6 to 11 years;2021;Males;7,3
Euro area – 20 countries (from 2023);From 11 to 15 years;2021;Males;7,2
Euro area – 20 countries (from 2023);From 12 to 17 years;2021;Males;6,5
Euro area – 20 countries (from 2023);From 15 to 19 years;2021;Males;5,5
Euro area – 20 countries (from 2023);From 15 to 24 years;2021;Males;5,5
Euro area – 20 countries (from 2023);From 15 to 29 years;2021;Males;5,3
Euro area – 20 countries (from 2023);Less than 16 years;2021;Males;7,2
Euro area – 20 countries (from 2023);From 16 to 19 years;2021;Males;5,2
Euro area – 20 countries (from 2023);From 16 to 24 years;2021;Males;5,3
Euro area – 20 countries (from 2023);From 16 to 29 years;2021;Males;5,2
Euro area – 20 countries (from 2023);From 16 to 64 years;2021;Males;5,5
Euro area – 20 countries (from 2023);16 years or over;2021;Males;5,1
Euro area – 20 countries (from 2023);Less than 18 years;2021;Males;7,0
Euro area – 20 countries (from 2023);From 18 to 24 years;2021;Males;5,3
Euro area – 20 countries (from 2023);From 18 to 59 years;2021;Males;
Euro area – 20 countries (from 2023);From 18 to 64 years;2021;Males;5,5
Euro area – 20 countries (from 2023);From 18 to 74 years;2021;Males;
Euro area – 20 countries (from 2023);18 years or over;2021;Males;5,1
Euro area – 20 countries (from 2023);From 20 to 24 years;2021;Males;5,4
Euro area – 20 countries (from 2023);From 20 to 29 years;2021;Males;5,1
Euro area – 20 countries (from 2023);From 25 to 29 years;2021;Males;4,9
Euro area – 20 countries (from 2023);From 25 to 34 years;2021;Males;
Euro area – 20 countries (from 2023);From 25 to 49 years;2021;Males;5,4
Euro area – 20 countries (from 2023);From 25 to 54 years;2021;Males;5,4
Euro area – 20 countries (from 2023);From 25 to 59 years;2021;Males;
Euro area – 20 countries (from 2023);From 35 to 44 years;2021;Males;
Euro area – 20 countries (from 2023);From 45 to 54 years;2021;Males;
Euro area – 20 countries (from 2023);From 50 to 64 years;2021;Males;5,7
Euro area – 20 countries (from 2023);From 55 to 64 years;2021;Males;5,8
Euro area – 20 countries (from 2023);55 years or over;2021;Males;4,6
Euro area – 20 countries (from 2023);Less than 60 years;2021;Males;5,8
Euro area – 20 countries (from 2023);60 years or over;2021;Males;4,3
Euro area – 20 countries (from 2023);Less than 65 years;2021;Males;5,8
Euro area – 20 countries (from 2023);From 65 to 74 years;2021;Males;4,2
Euro area – 20 countries (from 2023);65 years or over;2021;Males;3,8
Euro area – 20 countries (from 2023);Less than 75 years;2021;Males;5,6
Euro area – 20 countries (from 2023);75 years or over;2021;Males;3,3
Euro area – 20 countries (from 2023);85 years or over;2021;Males;
Euro area - 19 countries  (2015-2022);Less than 6 years;2021;Males;7,2
Euro area - 19 countries  (2015-2022);From 6 to 10 years;2021;Males;7,3
Euro area - 19 countries  (2015-2022);From 6 to 11 years;2021;Males;7,4
Euro area - 19 countries  (2015-2022);From 11 to 15 years;2021;Males;7,3
Euro area - 19 countries  (2015-2022);From 12 to 17 years;2021;Males;6,5
Euro area - 19 countries  (2015-2022);From 15 to 19 years;2021;Males;5,5
Euro area - 19 countries  (2015-2022);From 15 to 24 years;2021;Males;5,5
Euro area - 19 countries  (2015-2022);From 15 to 29 years;2021;Males;5,3
Euro area - 19 countries  (2015-2022);Less than 16 years;2021;Males;7,3
Euro area - 19 countries  (2015-2022);From 16 to 19 years;2021;Males;5,2
Euro area - 19 countries  (2015-2022);From 16 to 24 years;2021;Males;5,4
Euro area - 19 countries  (2015-2022);From 16 to 29 years;2021;Males;5,2
Euro area - 19 countries  (2015-2022);From 16 to 64 years;2021;Males;5,5
Euro area - 19 countries  (2015-2022);16 years or over;2021;Males;5,1
Euro area - 19 countries  (2015-2022);Less than 18 years;2021;Males;7,0
Euro area - 19 countries  (2015-2022);From 18 to 24 years;2021;Males;5,3
Euro area - 19 countries  (2015-2022);From 18 to 59 years;2021;Males;
Euro area - 19 countries  (2015-2022);From 18 to 64 years;2021;Males;5,5
Euro area - 19 countries  (2015-2022);From 18 to 74 years;2021;Males;
Euro area - 19 countries  (2015-2022);18 years or over;2021;Males;5,1
Euro area - 19 countries  (2015-2022);From 20 to 24 years;2021;Males;5,4
Euro area - 19 countries  (2015-2022);From 20 to 29 years;2021;Males;5,2
Euro area - 19 countries  (2015-2022);From 25 to 29 years;2021;Males;4,9
Euro area - 19 countries  (2015-2022);From 25 to 34 years;2021;Males;
Euro area - 19 countries  (2015-2022);From 25 to 49 years;2021;Males;5,4
Euro area - 19 countries  (2015-2022);From 25 to 54 years;2021;Males;5,4
Euro area - 19 countries  (2015-2022);From 25 to 59 years;2021;Males;
Euro area - 19 countries  (2015-2022);From 35 to 44 years;2021;Males;
Euro area - 19 countries  (2015-2022);From 45 to 54 years;2021;Males;
Euro area - 19 countries  (2015-2022);From 50 to 64 years;2021;Males;5,7
Euro area - 19 countries  (2015-2022);From 55 to 64 years;2021;Males;5,8
Euro area - 19 countries  (2015-2022);55 years or over;2021;Males;4,6
Euro area - 19 countries  (2015-2022);Less than 60 years;2021;Males;5,9
Euro area - 19 countries  (2015-2022);60 years or over;2021;Males;4,2
Euro area - 19 countries  (2015-2022);Less than 65 years;2021;Males;5,8
Euro area - 19 countries  (2015-2022);From 65 to 74 years;2021;Males;4,1
Euro area - 19 countries  (2015-2022);65 years or over;2021;Males;3,7
Euro area - 19 countries  (2015-2022);Less than 75 years;2021;Males;5,6
Euro area - 19 countries  (2015-2022);75 years or over;2021;Males;3,2
Euro area - 19 countries  (2015-2022);85 years or over;2021;Males;
Euro area - 18 countries (2014);Less than 6 years;2021;Males;
Euro area - 18 countries (2014);From 6 to 10 years;2021;Males;
Euro area - 18 countries (2014);From 6 to 11 years;2021;Males;
Euro area - 18 countries (2014);From 11 to 15 years;2021;Males;
Euro area - 18 countries (2014);From 12 to 17 years;2021;Males;
Euro area - 18 countries (2014);From 15 to 19 years;2021;Males;
Euro area - 18 countries (2014);From 15 to 24 years;2021;Males;
Euro area - 18 countries (2014);From 15 to 29 years;2021;Males;
Euro area - 18 countries (2014);Less than 16 years;2021;Males;
Euro area - 18 countries (2014);From 16 to 19 years;2021;Males;
Euro area - 18 countries (2014);From 16 to 24 years;2021;Males;
Euro area - 18 countries (2014);From 16 to 29 years;2021;Males;
Euro area - 18 countries (2014);From 16 to 64 years;2021;Males;
Euro area - 18 countries (2014);16 years or over;2021;Males;
Euro area - 18 countries (2014);Less than 18 years;2021;Males;
Euro area - 18 countries (2014);From 18 to 24 years;2021;Males;
Euro area - 18 countries (2014);From 18 to 59 years;2021;Males;
Euro area - 18 countries (2014);From 18 to 64 years;2021;Males;
Euro area - 18 countries (2014);From 18 to 74 years;2021;Males;
Euro area - 18 countries (2014);18 years or over;2021;Males;
Euro area - 18 countries (2014);From 20 to 24 years;2021;Males;
Euro area - 18 countries (2014);From 20 to 29 years;2021;Males;
Euro area - 18 countries (2014);From 25 to 29 years;2021;Males;
Euro area - 18 countries (2014);From 25 to 34 years;2021;Males;
Euro area - 18 countries (2014);From 25 to 49 years;2021;Males;
Euro area - 18 countries (2014);From 25 to 54 years;2021;Males;
Euro area - 18 countries (2014);From 25 to 59 years;2021;Males;
Euro area - 18 countries (2014);From 35 to 44 years;2021;Males;
Euro area - 18 countries (2014);From 45 to 54 years;2021;Males;
Euro area - 18 countries (2014);From 50 to 64 years;2021;Males;
Euro area - 18 countries (2014);From 55 to 64 years;2021;Males;
Euro area - 18 countries (2014);55 years or over;2021;Males;
Euro area - 18 countries (2014);Less than 60 years;2021;Males;
Euro area - 18 countries (2014);60 years or over;2021;Males;
Euro area - 18 countries (2014);Less than 65 years;2021;Males;
Euro area - 18 countries (2014);From 65 to 74 years;2021;Males;
Euro area - 18 countries (2014);65 years or over;2021;Males;
Euro area - 18 countries (2014);Less than 75 years;2021;Males;
Euro area - 18 countries (2014);75 years or over;2021;Males;
Euro area - 18 countries (2014);85 years or over;2021;Males;
Belgium;Less than 6 years;2021;Males;8,3
Belgium;From 6 to 10 years;2021;Males;8,1
Belgium;From 6 to 11 years;2021;Males;9,5
Belgium;From 11 to 15 years;2021;Males;9,4
Belgium;From 12 to 17 years;2021;Males;7,3
Belgium;From 15 to 19 years;2021;Males;5,0
Belgium;From 15 to 24 years;2021;Males;5,8
Belgium;From 15 to 29 years;2021;Males;5,4
Belgium;Less than 16 years;2021;Males;8,6
Belgium;From 16 to 19 years;2021;Males;4,2
Belgium;From 16 to 24 years;2021;Males;5,6
Belgium;From 16 to 29 years;2021;Males;5,2
Belgium;From 16 to 64 years;2021;Males;6,3
Belgium;16 years or over;2021;Males;5,5
Belgium;Less than 18 years;2021;Males;8,4
Belgium;From 18 to 24 years;2021;Males;5,4
Belgium;From 18 to 59 years;2021;Males;
Belgium;From 18 to 64 years;2021;Males;6,3
Belgium;From 18 to 74 years;2021;Males;
Belgium;18 years or over;2021;Males;5,5
Belgium;From 20 to 24 years;2021;Males;6,7
Belgium;From 20 to 29 years;2021;Males;5,5
Belgium;From 25 to 29 years;2021;Males;4,6
Belgium;From 25 to 34 years;2021;Males;
Belgium;From 25 to 49 years;2021;Males;6,5
Belgium;From 25 to 54 years;2021;Males;6,6
Belgium;From 25 to 59 years;2021;Males;
Belgium;From 35 to 44 years;2021;Males;
Belgium;From 45 to 54 years;2021;Males;
Belgium;From 50 to 64 years;2021;Males;6,4
Belgium;From 55 to 64 years;2021;Males;6,1
Belgium;55 years or over;2021;Males;4,2
Belgium;Less than 60 years;2021;Males;7,1
Belgium;60 years or over;2021;Males;3,2
Belgium;Less than 65 years;2021;Males;6,9
Belgium;From 65 to 74 years;2021;Males;1,9
Belgium;65 years or over;2021;Males;2,7
Belgium;Less than 75 years;2021;Males;6,3
Belgium;75 years or over;2021;Males;3,8
Belgium;85 years or over;2021;Males;
Bulgaria;Less than 6 years;2021;Males;18,9
Bulgaria;From 6 to 10 years;2021;Males;18,3
Bulgaria;From 6 to 11 years;2021;Males;19,0
Bulgaria;From 11 to 15 years;2021;Males;21,9
Bulgaria;From 12 to 17 years;2021;Males;21,4
Bulgaria;From 15 to 19 years;2021;Males;20,7
Bulgaria;From 15 to 24 years;2021;Males;20,6
Bulgaria;From 15 to 29 years;2021;Males;19,0
Bulgaria;Less than 16 years;2021;Males;19,6
Bulgaria;From 16 to 19 years;2021;Males;18,8
Bulgaria;From 16 to 24 years;2021;Males;19,7
Bulgaria;From 16 to 29 years;2021;Males;18,4
Bulgaria;From 16 to 64 years;2021;Males;16,6
Bulgaria;16 years or over;2021;Males;17,4
Bulgaria;Less than 18 years;2021;Males;19,8
Bulgaria;From 18 to 24 years;2021;Males;19,3
Bulgaria;From 18 to 59 years;2021;Males;
Bulgaria;From 18 to 64 years;2021;Males;16,4
Bulgaria;From 18 to 74 years;2021;Males;
Bulgaria;18 years or over;2021;Males;17,3
Bulgaria;From 20 to 24 years;2021;Males;20,5
Bulgaria;From 20 to 29 years;2021;Males;18,2
Bulgaria;From 25 to 29 years;2021;Males;16,3
Bulgaria;From 25 to 34 years;2021;Males;
Bulgaria;From 25 to 49 years;2021;Males;14,8
Bulgaria;From 25 to 54 years;2021;Males;15,1
Bulgaria;From 25 to 59 years;2021;Males;
Bulgaria;From 35 to 44 years;2021;Males;
Bulgaria;From 45 to 54 years;2021;Males;
Bulgaria;From 50 to 64 years;2021;Males;18,3
Bulgaria;From 55 to 64 years;2021;Males;19,2
Bulgaria;55 years or over;2021;Males;20,0
Bulgaria;Less than 60 years;2021;Males;16,9
Bulgaria;60 years or over;2021;Males;20,5
Bulgaria;Less than 65 years;2021;Males;17,2
Bulgaria;From 65 to 74 years;2021;Males;20,6
Bulgaria;65 years or over;2021;Males;20,7
Bulgaria;Less than 75 years;2021;Males;17,6
Bulgaria;75 years or over;2021;Males;20,8
Bulgaria;85 years or over;2021;Males;
Czechia;Less than 6 years;2021;Males;2,5
Czechia;From 6 to 10 years;2021;Males;3,5
Czechia;From 6 to 11 years;2021;Males;3,5
Czechia;From 11 to 15 years;2021;Males;2,4
Czechia;From 12 to 17 years;2021;Males;2,1
Czechia;From 15 to 19 years;2021;Males;1,4
Czechia;From 15 to 24 years;2021;Males;2,0
Czechia;From 15 to 29 years;2021;Males;1,5
Czechia;Less than 16 years;2021;Males;2,8
Czechia;From 16 to 19 years;2021;Males;0,9
Czechia;From 16 to 24 years;2021;Males;1,8
Czechia;From 16 to 29 years;2021;Males;1,4
Czechia;From 16 to 64 years;2021;Males;1,4
Czechia;16 years or over;2021;Males;1,3
Czechia;Less than 18 years;2021;Males;2,7
Czechia;From 18 to 24 years;2021;Males;1,8
Czechia;From 18 to 59 years;2021;Males;
Czechia;From 18 to 64 years;2021;Males;1,4
Czechia;From 18 to 74 years;2021;Males;
Czechia;18 years or over;2021;Males;1,2
Czechia;From 20 to 24 years;2021;Males;2,8
Czechia;From 20 to 29 years;2021;Males;1,6
Czechia;From 25 to 29 years;2021;Males;0,8
Czechia;From 25 to 34 years;2021;Males;
Czechia;From 25 to 49 years;2021;Males;1,1
Czechia;From 25 to 54 years;2021;Males;1,2
Czechia;From 25 to 59 years;2021;Males;
Czechia;From 35 to 44 years;2021;Males;
Czechia;From 45 to 54 years;2021;Males;
Czechia;From 50 to 64 years;2021;Males;1,7
Czechia;From 55 to 64 years;2021;Males;1,6
Czechia;55 years or over;2021;Males;1,1
Czechia;Less than 60 years;2021;Males;1,7
Czechia;60 years or over;2021;Males;1,0
Czechia;Less than 65 years;2021;Males;1,7
Czechia;From 65 to 74 years;2021;Males;1,0
Czechia;65 years or over;2021;Males;0,8
Czechia;Less than 75 years;2021;Males;1,6
Czechia;75 years or over;2021;Males;0,5
Czechia;85 years or over;2021;Males;
Denmark;Less than 6 years;2021;Males;4,2
Denmark;From 6 to 10 years;2021;Males;4,0
Denmark;From 6 to 11 years;2021;Males;3,4
Denmark;From 11 to 15 years;2021;Males;3,8
Denmark;From 12 to 17 years;2021;Males;3,9
Denmark;From 15 to 19 years;2021;Males;4,1
Denmark;From 15 to 24 years;2021;Males;3,5
Denmark;From 15 to 29 years;2021;Males;3,5
Denmark;Less than 16 years;2021;Males;4,0
Denmark;From 16 to 19 years;2021;Males;4,8
Denmark;From 16 to 24 years;2021;Males;3,7
Denmark;From 16 to 29 years;2021;Males;3,6
Denmark;From 16 to 64 years;2021;Males;3,3
Denmark;16 years or over;2021;Males;2,9
Denmark;Less than 18 years;2021;Males;3,8
Denmark;From 18 to 24 years;2021;Males;4,1
Denmark;From 18 to 59 years;2021;Males;
Denmark;From 18 to 64 years;2021;Males;3,4
Denmark;From 18 to 74 years;2021;Males;
Denmark;18 years or over;2021;Males;2,9
Denmark;From 20 to 24 years;2021;Males;2,9
Denmark;From 20 to 29 years;2021;Males;3,2
Denmark;From 25 to 29 years;2021;Males;3,5
Denmark;From 25 to 34 years;2021;Males;
Denmark;From 25 to 49 years;2021;Males;3,7
Denmark;From 25 to 54 years;2021;Males;3,7
Denmark;From 25 to 59 years;2021;Males;
Denmark;From 35 to 44 years;2021;Males;
Denmark;From 45 to 54 years;2021;Males;
Denmark;From 50 to 64 years;2021;Males;2,5
Denmark;From 55 to 64 years;2021;Males;1,8
Denmark;55 years or over;2021;Males;1,6
Denmark;Less than 60 years;2021;Males;3,7
Denmark;60 years or over;2021;Males;1,3
Denmark;Less than 65 years;2021;Males;3,5
Denmark;From 65 to 74 years;2021;Males;1,9
Denmark;65 years or over;2021;Males;1,4
Denmark;Less than 75 years;2021;Males;3,3
Denmark;75 years or over;2021;Males;0,8
Denmark;85 years or over;2021;Males;
Germany;Less than 6 years;2021;Males;6,6
Germany;From 6 to 10 years;2021;Males;6,3
Germany;From 6 to 11 years;2021;Males;6,0
Germany;From 11 to 15 years;2021;Males;5,2
Germany;From 12 to 17 years;2021;Males;4,4
Germany;From 15 to 19 years;2021;Males;3,7
Germany;From 15 to 24 years;2021;Males;4,4
Germany;From 15 to 29 years;2021;Males;4,3
Germany;Less than 16 years;2021;Males;6,1
Germany;From 16 to 19 years;2021;Males;3,2
Germany;From 16 to 24 years;2021;Males;4,2
Germany;From 16 to 29 years;2021;Males;4,2
Germany;From 16 to 64 years;2021;Males;4,5
Germany;16 years or over;2021;Males;4,1
Germany;Less than 18 years;2021;Males;5,7
Germany;From 18 to 24 years;2021;Males;4,7
Germany;From 18 to 59 years;2021;Males;
Germany;From 18 to 64 years;2021;Males;4,5
Germany;From 18 to 74 years;2021;Males;
Germany;18 years or over;2021;Males;4,1
Germany;From 20 to 24 years;2021;Males;5,0
Germany;From 20 to 29 years;2021;Males;4,5
Germany;From 25 to 29 years;2021;Males;4,1
Germany;From 25 to 34 years;2021;Males;
Germany;From 25 to 49 years;2021;Males;4,7
Germany;From 25 to 54 years;2021;Males;4,6
Germany;From 25 to 59 years;2021;Males;
Germany;From 35 to 44 years;2021;Males;
Germany;From 45 to 54 years;2021;Males;
Germany;From 50 to 64 years;2021;Males;4,3
Germany;From 55 to 64 years;2021;Males;4,4
Germany;55 years or over;2021;Males;3,4
Germany;Less than 60 years;2021;Males;4,9
Germany;60 years or over;2021;Males;3,0
Germany;Less than 65 years;2021;Males;4,8
Germany;From 65 to 74 years;2021;Males;3,4
Germany;65 years or over;2021;Males;2,5
Germany;Less than 75 years;2021;Males;4,7
Germany;75 years or over;2021;Males;1,6
Germany;85 years or over;2021;Males;
Estonia;Less than 6 years;2021;Males;1,7
Estonia;From 6 to 10 years;2021;Males;1,5
Estonia;From 6 to 11 years;2021;Males;1,6
Estonia;From 11 to 15 years;2021;Males;0,9
Estonia;From 12 to 17 years;2021;Males;0,6
Estonia;From 15 to 19 years;2021;Males;0,9
Estonia;From 15 to 24 years;2021;Males;0,7
Estonia;From 15 to 29 years;2021;Males;0,8
Estonia;Less than 16 years;2021;Males;1,4
Estonia;From 16 to 19 years;2021;Males;1,2
Estonia;From 16 to 24 years;2021;Males;0,7
Estonia;From 16 to 29 years;2021;Males;0,9
Estonia;From 16 to 64 years;2021;Males;1,5
Estonia;16 years or over;2021;Males;1,5
Estonia;Less than 18 years;2021;Males;1,3
Estonia;From 18 to 24 years;2021;Males;0,9
Estonia;From 18 to 59 years;2021;Males;
Estonia;From 18 to 64 years;2021;Males;1,5
Estonia;From 18 to 74 years;2021;Males;
Estonia;18 years or over;2021;Males;1,6
Estonia;From 20 to 24 years;2021;Males;0,4
Estonia;From 20 to 29 years;2021;Males;0,7
Estonia;From 25 to 29 years;2021;Males;1,1
Estonia;From 25 to 34 years;2021;Males;
Estonia;From 25 to 49 years;2021;Males;1,5
Estonia;From 25 to 54 years;2021;Males;1,4
Estonia;From 25 to 59 years;2021;Males;
Estonia;From 35 to 44 years;2021;Males;
Estonia;From 45 to 54 years;2021;Males;
Estonia;From 50 to 64 years;2021;Males;1,8
Estonia;From 55 to 64 years;2021;Males;2,5
Estonia;55 years or over;2021;Males;2,1
Estonia;Less than 60 years;2021;Males;1,4
Estonia;60 years or over;2021;Males;2,0
Estonia;Less than 65 years;2021;Males;1,5
Estonia;From 65 to 74 years;2021;Males;2,3
Estonia;65 years or over;2021;Males;1,8
Estonia;Less than 75 years;2021;Males;1,6
Estonia;75 years or over;2021;Males;0,9
Estonia;85 years or over;2021;Males;
Ireland;Less than 6 years;2021;Males;7,1
Ireland;From 6 to 10 years;2021;Males;8,7
Ireland;From 6 to 11 years;2021;Males;9,2
Ireland;From 11 to 15 years;2021;Males;7,9
Ireland;From 12 to 17 years;2021;Males;6,1
Ireland;From 15 to 19 years;2021;Males;5,4
Ireland;From 15 to 24 years;2021;Males;4,3
Ireland;From 15 to 29 years;2021;Males;3,5
Ireland;Less than 16 years;2021;Males;7,9
Ireland;From 16 to 19 years;2021;Males;5,4
Ireland;From 16 to 24 years;2021;Males;4,1
Ireland;From 16 to 29 years;2021;Males;3,4
Ireland;From 16 to 64 years;2021;Males;4,0
Ireland;16 years or over;2021;Males;3,7
Ireland;Less than 18 years;2021;Males;7,5
Ireland;From 18 to 24 years;2021;Males;4,1
Ireland;From 18 to 59 years;2021;Males;
Ireland;From 18 to 64 years;2021;Males;4,0
Ireland;From 18 to 74 years;2021;Males;
Ireland;18 years or over;2021;Males;3,7
Ireland;From 20 to 24 years;2021;Males;3,1
Ireland;From 20 to 29 years;2021;Males;2,5
Ireland;From 25 to 29 years;2021;Males;1,9
Ireland;From 25 to 34 years;2021;Males;
Ireland;From 25 to 49 years;2021;Males;3,7
Ireland;From 25 to 54 years;2021;Males;3,9
Ireland;From 25 to 59 years;2021;Males;
Ireland;From 35 to 44 years;2021;Males;
Ireland;From 45 to 54 years;2021;Males;
Ireland;From 50 to 64 years;2021;Males;4,5
Ireland;From 55 to 64 years;2021;Males;4,3
Ireland;55 years or over;2021;Males;3,1
Ireland;Less than 60 years;2021;Males;5,1
Ireland;60 years or over;2021;Males;2,4
Ireland;Less than 65 years;2021;Males;5,0
Ireland;From 65 to 74 years;2021;Males;3,0
Ireland;65 years or over;2021;Males;2,1
Ireland;Less than 75 years;2021;Males;4,8
Ireland;75 years or over;2021;Males;0,9
Ireland;85 years or over;2021;Males;
Greece;Less than 6 years;2021;Males;14,0
Greece;From 6 to 10 years;2021;Males;19,1
Greece;From 6 to 11 years;2021;Males;18,3
Greece;From 11 to 15 years;2021;Males;19,9
Greece;From 12 to 17 years;2021;Males;17,2
Greece;From 15 to 19 years;2021;Males;15,6
Greece;From 15 to 24 years;2021;Males;14,6
Greece;From 15 to 29 years;2021;Males;13,9
Greece;Less than 16 years;2021;Males;17,7
Greece;From 16 to 19 years;2021;Males;13,5
Greece;From 16 to 24 years;2021;Males;13,4
Greece;From 16 to 29 years;2021;Males;13,1
Greece;From 16 to 64 years;2021;Males;13,6
Greece;16 years or over;2021;Males;12,4
Greece;Less than 18 years;2021;Males;16,6
Greece;From 18 to 24 years;2021;Males;14,9
Greece;From 18 to 59 years;2021;Males;
Greece;From 18 to 64 years;2021;Males;13,8
Greece;From 18 to 74 years;2021;Males;
Greece;18 years or over;2021;Males;12,5
Greece;From 20 to 24 years;2021;Males;13,4
Greece;From 20 to 29 years;2021;Males;12,9
Greece;From 25 to 29 years;2021;Males;12,6
Greece;From 25 to 34 years;2021;Males;
Greece;From 25 to 49 years;2021;Males;12,9
Greece;From 25 to 54 years;2021;Males;13,3
Greece;From 25 to 59 years;2021;Males;
Greece;From 35 to 44 years;2021;Males;
Greece;From 45 to 54 years;2021;Males;
Greece;From 50 to 64 years;2021;Males;14,9
Greece;From 55 to 64 years;2021;Males;14,6
Greece;55 years or over;2021;Males;10,9
Greece;Less than 60 years;2021;Males;14,3
Greece;60 years or over;2021;Males;10,4
Greece;Less than 65 years;2021;Males;14,4
Greece;From 65 to 74 years;2021;Males;9,4
Greece;65 years or over;2021;Males;8,6
Greece;Less than 75 years;2021;Males;13,8
Greece;75 years or over;2021;Males;7,6
Greece;85 years or over;2021;Males;
Spain;Less than 6 years;2021;Males;10,3
Spain;From 6 to 10 years;2021;Males;11,8
Spain;From 6 to 11 years;2021;Males;12,0
Spain;From 11 to 15 years;2021;Males;10,8
Spain;From 12 to 17 years;2021;Males;10,3
Spain;From 15 to 19 years;2021;Males;8,0
Spain;From 15 to 24 years;2021;Males;7,3
Spain;From 15 to 29 years;2021;Males;7,7
Spain;Less than 16 years;2021;Males;11,0
Spain;From 16 to 19 years;2021;Males;7,7
Spain;From 16 to 24 years;2021;Males;7,1
Spain;From 16 to 29 years;2021;Males;7,6
Spain;From 16 to 64 years;2021;Males;7,6
Spain;16 years or over;2021;Males;7,0
Spain;Less than 18 years;2021;Males;10,9
Spain;From 18 to 24 years;2021;Males;6,2
Spain;From 18 to 59 years;2021;Males;
Spain;From 18 to 64 years;2021;Males;7,5
Spain;From 18 to 74 years;2021;Males;
Spain;18 years or over;2021;Males;6,9
Spain;From 20 to 24 years;2021;Males;6,7
Spain;From 20 to 29 years;2021;Males;7,6
Spain;From 25 to 29 years;2021;Males;8,5
Spain;From 25 to 34 years;2021;Males;
Spain;From 25 to 49 years;2021;Males;7,5
Spain;From 25 to 54 years;2021;Males;7,5
Spain;From 25 to 59 years;2021;Males;
Spain;From 35 to 44 years;2021;Males;
Spain;From 45 to 54 years;2021;Males;
Spain;From 50 to 64 years;2021;Males;7,9
Spain;From 55 to 64 years;2021;Males;8,2
Spain;55 years or over;2021;Males;6,3
Spain;Less than 60 years;2021;Males;8,3
Spain;60 years or over;2021;Males;5,7
Spain;Less than 65 years;2021;Males;8,2
Spain;From 65 to 74 years;2021;Males;5,5
Spain;65 years or over;2021;Males;4,9
Spain;Less than 75 years;2021;Males;8,0
Spain;75 years or over;2021;Males;4,1
Spain;85 years or over;2021;Males;
France;Less than 6 years;2021;Males;7,4
France;From 6 to 10 years;2021;Males;6,0
France;From 6 to 11 years;2021;Males;6,3
France;From 11 to 15 years;2021;Males;7,3
France;From 12 to 17 years;2021;Males;7,1
France;From 15 to 19 years;2021;Males;7,2
France;From 15 to 24 years;2021;Males;7,4
France;From 15 to 29 years;2021;Males;6,5
France;Less than 16 years;2021;Males;6,9
France;From 16 to 19 years;2021;Males;6,9
France;From 16 to 24 years;2021;Males;7,3
France;From 16 to 29 years;2021;Males;6,3
France;From 16 to 64 years;2021;Males;5,5
France;16 years or over;2021;Males;5,1
France;Less than 18 years;2021;Males;6,9
France;From 18 to 24 years;2021;Males;7,4
France;From 18 to 59 years;2021;Males;
France;From 18 to 64 years;2021;Males;5,5
France;From 18 to 74 years;2021;Males;
France;18 years or over;2021;Males;5,1
France;From 20 to 24 years;2021;Males;7,7
France;From 20 to 29 years;2021;Males;6,0
France;From 25 to 29 years;2021;Males;3,9
France;From 25 to 34 years;2021;Males;
France;From 25 to 49 years;2021;Males;5,0
France;From 25 to 54 years;2021;Males;5,2
France;From 25 to 59 years;2021;Males;
France;From 35 to 44 years;2021;Males;
